measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2013,12.59772528,13.15247836,11.7893466
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2014,12.71504136,13.29184886,11.90482778
Deaths,Global,Both,All ages,Stomach cancer,Rate,2012,12.788656,13.52963306,12.0289498
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2015,12.93838439,13.52461102,12.09304027
Deaths,Global,Both,All ages,Stomach cancer,Rate,2011,12.98299299,13.72763891,12.15601386
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2016,13.12626731,13.81829808,12.20456452
Deaths,Global,Both,All ages,Stomach cancer,Rate,2010,13.19952863,13.8793116,12.44755169
Deaths,Global,Both,All ages,Stomach cancer,Rate,2009,13.32695712,13.99083014,12.55350316
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2017,13.32738198,14.03026936,12.40124012
Deaths,Global,Both,All ages,Stomach cancer,Rate,2008,13.51021374,14.1796634,12.73634544
Deaths,Global,Both,All ages,Stomach cancer,Rate,1998,13.53330572,14.15993639,12.91834271
Deaths,Global,Both,All ages,Stomach cancer,Rate,1997,13.60358222,14.21715669,12.99551397
Deaths,Global,Both,All ages,Stomach cancer,Rate,1999,13.62510751,14.23758642,13.0067454
Deaths,Global,Both,All ages,Stomach cancer,Rate,2007,13.66866301,14.33839485,12.92288617
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2018,13.6744349,14.49826891,12.62334859
Deaths,Global,Both,All ages,Stomach cancer,Rate,2000,13.7953897,14.47759529,13.18274601
Deaths,Global,Both,All ages,Stomach cancer,Rate,1996,13.79996736,14.43064467,13.18132503
Deaths,Global,Both,All ages,Stomach cancer,Rate,2001,13.92083113,14.59138269,13.22250869
Deaths,Global,Both,All ages,Stomach cancer,Rate,2006,13.95572095,14.63554204,13.21254074
Deaths,Global,Both,All ages,Colon and rectum cancer,Rate,2019,14.03298822,14.85859512,12.96025843
Deaths,Global,Both,All ages,Stomach cancer,Rate,1995,14.05449307,14.76908871,13.39819066
Deaths,Global,Both,All ages,Stomach cancer,Rate,2002,14.1731602,14.90607281,13.43614214
Deaths,Global,Both,All ages,Stomach cancer,Rate,1994,14.28447684,15.01860543,13.60515921
Deaths,Global,Both,All ages,Stomach cancer,Rate,2003,14.39222776,15.0987149,13.70014417
Deaths,Global,Both,All ages,Stomach cancer,Rate,2005,14.41948636,15.18657508,13.71416611
Deaths,Global,Both,All ages,Stomach cancer,Rate,1992,14.44199321,15.20158822,13.65248448
Deaths,Global,Both,All ages,Stomach cancer,Rate,1993,14.44368808,15.17801186,13.75336284
Deaths,Global,Both,All ages,Stomach cancer,Rate,2004,14.51387934,15.25736738,13.77280293
Deaths,Global,Both,All ages,Stomach cancer,Rate,1991,14.56096584,15.38411927,13.75883082
Deaths,Global,Both,All ages,Stomach cancer,Rate,1990,14.73531593,15.58920565,13.88426177
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1990,19.90970673,20.88249141,19.05132389
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1991,20.02933407,20.9353458,19.09896523
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1992,20.1998325,21.03005973,19.36609019
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1993,20.5771315,21.35151436,19.83233772
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1994,20.73523191,21.43842052,19.98648725
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1997,20.81382776,21.45606213,20.10439583
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1996,20.82549534,21.49004162,20.11748206
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1995,20.85095496,21.51588001,20.08726575
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1998,20.92084821,21.58226628,20.19347655
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1999,21.1953306,21.86728167,20.48574853
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2000,21.46534262,22.15872895,20.7083095
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2001,21.61750821,22.37389129,20.7577317
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2002,21.91071239,22.72775171,21.04738711
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2003,22.150015,23.00068653,21.30559796
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2004,22.36431288,23.20915903,21.42849315
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2005,22.64225279,23.56085157,21.77369602
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2006,22.66015926,23.44618742,21.70208498
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2007,22.92948707,23.78325183,21.92312466
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2008,23.32683633,24.17820538,22.24317419
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2009,23.63703583,24.53130864,22.48691289
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2010,23.91110753,24.8636423,22.79058437
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2011,24.10398654,25.19552102,22.78336972
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2012,24.26065568,25.38434597,23.0857657
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2013,24.38389495,25.57250966,22.97110361
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2014,24.55981792,25.80133327,23.20568522
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2015,24.84168942,26.08425369,23.46285556
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2016,25.07451862,26.64969631,23.44913678
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2017,25.34829575,26.81207393,23.68975785
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2018,25.84410454,27.7083121,23.963063
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2019,26.39934185,28.34609371,24.28755841
